iter	MultiClass
712	0.1083031249
713	0.1080914445
714	0.107907916
715	0.1076206936
716	0.1073722448
717	0.107141436
718	0.1068635819
719	0.1065919551
720	0.1064333906
721	0.1061572911
722	0.1059576736
723	0.1057121622
724	0.1054855206
725	0.1052742944
726	0.1050625827
727	0.1048741977
728	0.1046796011
729	0.1044242201
730	0.1042495273
731	0.1040409723
732	0.1037931344
733	0.1035733389
734	0.1033298798
735	0.1030560362
736	0.1028393191
737	0.1026207691
738	0.1023862005
739	0.1021836455
740	0.1019743385
741	0.101717054
742	0.1015698396
743	0.101383546
744	0.1011412775
745	0.1009154897
746	0.1007103264
747	0.1004698438
748	0.1002508473
749	0.1000819901
750	0.0999185613
751	0.0996354904
752	0.09945952085
753	0.09926848833
754	0.09896379819
755	0.09875145193
756	0.09856078757
757	0.09836389593
758	0.09811550195
759	0.0978832049
760	0.0976880757
761	0.09755471795
762	0.09732913383
763	0.09712593658
764	0.09694473455
765	0.09668270323
766	0.09647634925
767	0.09625830836
768	0.0959957209
769	0.09582040932
770	0.0956509177
771	0.09548284386
772	0.09531478569
773	0.09510101381
774	0.09491329467
775	0.09470543675
776	0.09449508792
777	0.09432328555
778	0.09410886353
779	0.09390821202
780	0.09368873769
781	0.09351639483
782	0.09328423095
783	0.09301710814
784	0.09284995077
785	0.09266765994
786	0.09248998278
787	0.09233027464
788	0.09218734491
789	0.09202433905
790	0.09185180037
791	0.09160565449
792	0.09143426727
793	0.09123651399
794	0.09110127631
795	0.09090960148
796	0.09072789813
797	0.09049493527
798	0.0902866622
799	0.09001533305
800	0.08984565343
801	0.08964842497
802	0.08949065943
803	0.08928485377
804	0.08908995955
805	0.08891595609
806	0.08874186647
807	0.08857354197
808	0.08832734909
809	0.08816113168
810	0.08801332196
811	0.08786201085
812	0.08768542249
813	0.08748379968
814	0.08730714081
815	0.08709676848
816	0.0869223577
817	0.08673297013
818	0.08662947982
819	0.08648247689
820	0.08627864516
821	0.08616320945
822	0.08592961995
823	0.08571362349
824	0.08555090746
825	0.0854458897
826	0.0852729437
827	0.0850778145
828	0.08498202408
829	0.08479649037
830	0.0846048312
831	0.08447638478
832	0.08434547095
833	0.08418414921
834	0.08393573174
835	0.08376717225
836	0.08359348211
837	0.08334018464
838	0.08320349002
839	0.0830275753
840	0.08283185861
841	0.0826751192
842	0.08254429153
843	0.0823583035
844	0.0822238413
845	0.08205122429
846	0.08186648954
847	0.08171126975
848	0.08155397419
849	0.0813594168
850	0.08124272779
851	0.0810761814
852	0.08091028515
853	0.08076404203
854	0.08053887307
855	0.08036756418
856	0.08024215698
857	0.08012397186
858	0.07995282747
859	0.07983556665
860	0.07965977726
861	0.07949753121
862	0.0793855812
863	0.07923675318
864	0.07905555897
865	0.07889332859
866	0.07870743456
867	0.07853239714
868	0.07836950878
869	0.07825963453
870	0.07811589016
871	0.07798905735
872	0.07787308899
873	0.07773267366
874	0.07752726749
875	0.07734561113
876	0.07722466878
877	0.07706341753
878	0.07690764159
879	0.07677982965
880	0.07664539094
881	0.07649575611
882	0.07632399291
883	0.07619569532
884	0.07603702898
885	0.07578366101
886	0.07560061821
887	0.07546466773
888	0.07533571216
889	0.07513675259
890	0.07499138677
891	0.07491031467
892	0.07478072462
893	0.07462226194
894	0.07450161724
895	0.07436418631
896	0.07421522513
897	0.07405957451
898	0.07391320607
899	0.07376381406
900	0.07365783284
901	0.07355077849
902	0.07340727694
903	0.07331713416
904	0.07321068296
905	0.07311339643
906	0.07292259107
907	0.07278848135
908	0.07264563778
909	0.07251514693
910	0.07232221098
911	0.072218799
912	0.07205667045
913	0.07191334123
914	0.07179148241
915	0.07167354795
916	0.071508576
917	0.07133718878
918	0.07120784156
919	0.07103732381
920	0.0708695633
921	0.07076032353
922	0.0706172763
923	0.07046939607
924	0.07030978976
925	0.07018235381
926	0.06997991636
927	0.06984189012
928	0.06966466727
929	0.0695526546
930	0.06940429656
931	0.06929034913
932	0.06915115576
933	0.06899733808
934	0.06889921341
935	0.0687853913
936	0.06866524009
937	0.068559235936938	0.068417441937	0.06423476566
938	0.06411605659
939	0.06401000115
940	0.06394632557
941	0.06380380966
942	0.06369737422
943	0.06357404638
944	0.06346961671
945	0.06327719144
946	0.06318388365
947	0.06305357476
948	0.0629041875
949	0.06279182091
950	0.06265965904
951	0.06254567843
952	0.06243441267
953	0.0623065875
954	0.06217773202
955	0.06209801416
956	0.06198211787
957	0.06188886493
958	0.06177363463
959	0.06163786079
960	0.06154111732
961	0.06144864005
962	0.06133851038
963	0.06119695426
964	0.06110334482
965	0.06098921926
966	0.06085210563
967	0.06071967736
968	0.06058417774
969	0.06048525613
970	0.0603823308
971	0.06026322606
972	0.06015369969
973	0.06004945023
974	0.05994100901
975	0.05983949008
976	0.05975623467
977	0.0596300392
978	0.05950521095
979	0.05937871774
980	0.05925824578
981	0.05913614804
982	0.05904323593
983	0.05894336627
984	0.05883416505
985	0.0587233929
986	0.05862787171
987	0.05847787331
988	0.05835970486
989	0.05826514346
990	0.05814734325
991	0.05804338761
992	0.05792134472
993	0.05782238785
994	0.05773983369
995	0.05757696228
996	0.05746949652
997	0.05736150191
998	0.05725402832
999	0.05713791657
